UT,Ack_text,Funders,Funders_Text,row_id
WOS:000331267800001,"We thank Martin Carrier, Heather Douglas, Ashley Graham Kennedy, Hugh Lacey, Angela Potochnik, and three anonymous reviewers for very helpful comments on previous versions of this article. We also benefited from discussions with the participants at the “Cognitive Attitudes and Values in Science” conference at the University of Notre Dame, the “Society for Philosophy of Science in Practice” conference in Toronto, and the “State’s Stake in Science” conference at the University of Bielefeld. This article was made possible through the support of a grant provided to Daniel J. McKaughan from The Faraday Institute for Science and Religion at St. Edmund’s College, Cambridge, and the Templeton World Charity Foundation as well as by sabbatical leave provided to Kevin C. Elliott by the University of South Carolina.",,,2395
WOS:000331267800002,"This analysis was presented at the Conference on Evolution, Intentionality and Information, Department of Philosophy, University of Bristol, May 2013. Comments by other participants, in particular, David Crawford, Eva Jablonka, and Samir Okasha, contributed to sharpening the analysis. For discussions on this topic, in some cases over many decades, thanks are also due to the late James F. Crow, A. W. F. Edwards, and R. C. Lewontin. For comments on an earlier draft, thanks are also due to Ulrich Stegmann.",,,2396
WOS:000331267800004,"Thanks to Shamik Dasgupta, Jeremy Dolan, Tom Donaldson, Cian Dorr, Hartry Field, Kit Fine, Martin Glazier, Boris Kment, Tom Møller-Nielsen, Zee Perry, Oliver Pooley, Erica Shumener, Ted Sider, Olla Solomyak, Syman Stevens, Michael Strevens, Chris Timpson, David Wallace, Jennifer Wang, other participants of the Oxford philosophy of physics seminar and the Cooperative Research Network in Analytic Philosophy modality workshop, and a host of helpful anonymous reviewers. This essay overlaps with the third chapter of my dissertation, “Possible Worlds and the Objective World.”",,,2397
WOS:000331267800005,"Many thanks to Mark Crimmins, Adam Elga, Peter Godfrey-Smith, Andrew Graham, Alan Hajek, Ned Hall, Agustin Rayo, Robert Stalnaker, Michael Strevens, Roger White, Stephen Yablo, three anonymous reviewers for Philosophy of Science, and an audience at the 2007 MITing of the Minds conference, Cambridge, MA. Special thanks to Miriam Schoenfield for detailed comments on multiple drafts. I am also very grateful to Vann McGee for answering some technical questions.",,,2398
WOS:000331267800006,I thank the anonymous referees for their very useful comments.,,,2399
WOS:000331267800007,We wish to thank Elliott Sober and Le Zhang for helpful discussion and three anonymous reviewers for detailed and extremely helpful comments.,,,2400
WOS:000331267800008,"This work was supported by Deutsche Forschungsgemeinschaft (DFG), research unit Causation | Laws | Dispositions | Explanation (FOR 1063). My thanks go to Lorenzo Casini, Stuart Glennan, Jens Harbecke, Phyllis McKay Illari, Marie I. Kaiser, Gerhard Schurz, Paul Thorn, Matthias Unterhuber, Ioannis Votsis, and Jon Williamson for their input and important discussions. Thanks also to Christian J. Feldbacher, Sebastian Maaß, Alexander G. Mirnig, and Lucia M. Pichler as well as to two anonymous referees for constructive criticism on an earlier version of the article. An earlier version of this article won a best paper award at the 8th International Conference of the Association for Analytic Philosophy (GAP.8).",,,2401
WOS:000331267800009,"We would like to thank Soren Overgaard, Dan Zahavi, Joe Neisser, and Micah Allen for helpful suggestions on an earlier version of this article.",,,2402
WOS:000331267800003,"Work for this article has been supported by the London School of Economics’s Grantham Research Institute on Climate Change and the Environment and the Centre for Climate Change Economics and Policy funded by the Economics and Social Science Research Council and Munich Re. Frigg acknowledges financial support from the Arts and Humanities Research Council–funded Managing Severe Uncertainty project and grant FFI2012-37354 of the Spanish Ministry of Science and Innovation (MICINN). Bradley’s research was supported by the Alexander von Humboldt Foundation. Smith would also like to acknowledge continuing support from Pembroke College, Oxford. We would like to thank Wendy Parker, David Stainforth, Erica Thompson, and Charlotte Werndl for comments on earlier drafts and helpful discussions.",,,2403
WOS:000336485800001,0,,,2404
WOS:000336485800002,"I am indebted to Christopher Cowie, Tim Lewens, Don Ross, and two anonymous referees for their helpful comments on this article, and especially to Samir Okasha for his generous comments on an ancestor of this article. I have also profited from more general discussions with Anna Alexandrova, Ken Binmore, David Papineau, and Richard Pettigrew concerning the relationship between psychology and economics. This work was supported by the European Research Council under the European Union’s Seventh Framework Programme (FP7/2007-2013), ERC grant agreement no. 284123.",,,2405
WOS:000336485800004,"The authors would like to thank David Malament, Erik Curiel, Arthur Fine, Thomas Ryckman, J. Brian Pitts, Jeremy Butterfield, Adam Caulton, Eleanor Knox, Hans Halvorson, and an anonymous referee for helpful comments on previous drafts of this article. Versions of this work have been presented to the Hungarian Academy of Sciences, to a seminar at the University of Pittsburgh, and at the seventeenth UK and European Meeting on the Foundations of Physics in Munich; we are grateful to the organizers of these events and for the insightful discussions that followed the talks.",,,2406
WOS:000336485800005,"We are grateful to Jeff Barrett, Matthias Egg, Roderich Tumulka, Christian Wuthrich, and the participants of the summer school “Physics and Philosophy of Time” in Saig (Germany) in July 2013 for discussion and to three anonymous referees for Philosophy of Science for helpful comments.",,,2407
WOS:000336485800006,The author would like to acknowledge and thank Jenann Ismael for her thoughtful comments and feedback on this manuscript.,,,2408
WOS:000336485800007,"The author wishes to acknowledge earlier correspondence with Hans Halvorson as well as the helpful comments on a draft of this essay by Otavio Bueno, Steven French, Ronald Giere, James Ladyman, Elisabeth Lloyd, and Mauricio Suarez.",,,2409
WOS:000336485800003,"Research was partly supported by the Agence Nationale de la Recherche (ANR, 212, rue de Bercy, 75012 Paris) through the 2012–15 grant ANR-11-BS01-0010 “Calibration” and by an Institut Universitaire de France chair. The author is most sincerely grateful to the editorial team of Philosophy of Science for its comments and support toward improving the exposition in the article.",,,2410
WOS:000337746400001,0,,,2411
WOS:000337746400002,0,,,2412
WOS:000337746400003,0,,,2413
WOS:000337746400005,0,,,2414
WOS:000337746400006,0,,,2415
WOS:000337746400007,"For insightful comments, criticism, and invaluable advice, I am greatly indebted to Michael Friedman, Sheldon Smith, Bennett McNulty, and Margaret Morrison. I am grateful to A. Ian Murdoch and Denis Davydov for enlightening exchanges on contemporary continuum mechanics. I thank audiences at Harvard and Toronto for engaging discussions.",,,2416
WOS:000337746400008,0,,,2417
WOS:000337746400004,"We would like to thank Mazviita Chirimuuta, Carl Craver, Daniel Kostic, and James Woodward for helpful discussions. A version of this article was given by R. B. at the conference Mind and Life: Mechanistic and Topological Perspectives, University of Belgrade, May, 2013. Comments there were greatly appreciated. C. R. presented a version at the Missouri Philosophy of Science Workshop, October, 2013, and is grateful for helpful feedback. Finally, R. B. thanks the John Templeton Foundation for generous support.",,,2418
WOS:000342731900001,"Previous versions of this article were presented at a Choice Group seminar at the London School of Economics, October 2006; the 2006 conference of the Philosophy of Science As- sociation, Vancouver, November 2006; and the 2nd Philosophy of Biology at Dolphin Beach workshop, Kioloa, New South Wales, August 2007. We thank the seminar and conference participants as well as two anonymous referees for very helpful comments and suggestions.",,,2419
WOS:000342731900003,0,,,2420
WOS:000342731900005,"I would like to thank Vincenzo Fano, David Pineda, Monolo Martínez, Jose Diez, Giuliano Torrengo, and the audience of the II Barcelona-Urbino Meeting for their helpful comments and suggestions.",,,2421
